DISGORGE,CPIDN,AMENDYR,BUSTEXT,OWNSTEXT,FINSTXT,FINDOTXT,OFENTXT1,OFENTXT2,OFENTXT3,PRMONTXT,ORDERTXT,REASTXT1,REASTXT2,REASTXT3,REASTXT4,OUTSOURC,PSR,JANDC,PLEA,REASONS,INDICT,SENTRANS,WRKSHT,INCORPYR,INCORLOC,ORGTYPE,BUSCLAS,FTEMNUM,FTEMSIGN,SELFREP,HSMISCND,PRCRIME,PRCIVIL,OWNSTRCT,FINSTDS,FINSTDO,PRIMOFF,NOCOUNTS,SOURCES,OFFLVL,DETBFINE,TOLERNCE,HISTORY,VIOLATE,OBSTRUCT,COMPLY,ACCEPT,CCULPSCO,FCULPSCO,MINFINML,MAXFINML,DISPOSIT,PROBATN,COFI,PROBMON,ORDERCE,TYPEOTHS,CRIMPURP,CANTPAY,DEPSOR,REASON1,REASON2,REASON3,REASON4,NOCOMP,ADJR_B1,ADJR_B2,ADJR_B3,ADJR_B4,ADJR_B5,ADJR_C1,ADJR_C2,ADJR_C3,ADJR_C4,ADJR_C5,ADJR_D1,ADJR_D2,ADJR_D3,ADJR_D4,ADJR_D5,ADJR_E1,ADJR_E2,ADJR_E3,ADJR_E4,ADJR_E5,ADJR_F1,ADJR_F2,ADJR_F3,ADJR_F4,ADJR_F5,ADJR_G1,ADJR_G2,ADJR_G3,ADJR_G4,ADJR_G5,ADJR_H1,ADJR_H2,ADJR_H3,ADJR_H4,ADJR_H5,ADJR_I1,ADJR_I2,ADJR_I3,ADJR_I4,ADJR_I5,ADJR_J1,ADJR_J2,ADJR_J3,ADJR_J4,ADJR_J5,ADJR_K1,ADJR_K2,ADJR_K3,ADJR_K4,ADJR_K5,ADJR_L1,ADJR_L2,ADJR_L3,ADJR_L4,ADJR_L5,ADJR_M1,ADJR_M2,ADJR_M3,ADJR_M4,ADJR_M5,ADJR_N1,ADJR_N2,ADJR_N3,ADJR_N4,ADJR_N5,ADJR_O1,ADJR_O2,ADJR_O3,ADJR_O4,ADJR_O5,ADJR_P1,ADJR_P2,ADJR_P3,ADJR_P4,ADJR_P5,ADJ_B1,ADJ_B2,ADJ_B3,ADJ_B4,ADJ_B5,ADJ_C1,ADJ_C2,ADJ_C3,ADJ_C4,ADJ_C5,ADJ_D1,ADJ_D2,ADJ_D3,ADJ_D4,ADJ_D5,ADJ_E1,ADJ_E2,ADJ_E3,ADJ_E4,ADJ_E5,ADJ_F1,ADJ_F2,ADJ_F3,ADJ_F4,ADJ_F5,ADJ_G1,ADJ_G2,ADJ_G3,ADJ_G4,ADJ_G5,ADJ_H1,ADJ_H2,ADJ_H3,ADJ_H4,ADJ_H5,ADJ_I1,ADJ_I2,ADJ_I3,ADJ_I4,ADJ_I5,ADJ_J1,ADJ_J2,ADJ_J3,ADJ_J4,ADJ_J5,ADJ_K1,ADJ_K2,ADJ_K3,ADJ_K4,ADJ_K5,ADJ_L1,ADJ_L2,ADJ_L3,ADJ_L4,ADJ_L5,ADJ_M1,ADJ_M2,ADJ_M3,ADJ_M4,ADJ_M5,ADJ_N1,ADJ_N2,ADJ_N3,ADJ_N4,ADJ_N5,ADJ_O1,ADJ_O2,ADJ_O3,ADJ_O4,ADJ_O5,ADJ_P1,ADJ_P2,ADJ_P3,ADJ_P4,ADJ_P5,BASADJ1,BASADJ2,BASADJ3,BASADJ4,BASADJ5,BASADR1,BASADR2,BASADR3,BASADR4,BASADR5,BASE1,BASE2,BASE3,BASE4,BASE5,BASER1,BASER2,BASER3,BASER4,BASER5,GDLINE1,GDLINE2,GDLINE3,GDLINE4,GDLINE5,GDREF1,GDREF2,GDREF3,GDREF4,GDREF5,GDSTAT1,GDSTAT2,GDSTAT3,GDSTAT4,GDSTAT5,ADJOFL1,ADJOFL2,ADJOFL3,ADJOFL4,ADJOFL5,ADJOFR1,ADJOFR2,ADJOFR3,ADJOFR4,ADJOFR5,GDSTATHI,GDLINEHI,ADJOFLHI,BASEHI,ADJ_BHI,ADJ_CHI,ADJ_DHI,ADJ_EHI,ADJ_FHI,ADJ_GHI,ADJ_HHI,ADJ_IHI,ADJ_JHI,ADJ_KHI,ADJ_LHI,ADJ_MHI,ADJ_NHI,ADJ_OHI,ADJ_PHI,BASADJHI,GDREFHI,BASERHI,ADJR_BHI,ADJR_CHI,ADJR_DHI,ADJR_EHI,ADJR_FHI,ADJR_GHI,ADJR_HHI,ADJR_IHI,ADJR_JHI,ADJR_KHI,ADJR_LHI,ADJR_MHI,ADJR_NHI,ADJR_OHI,ADJR_PHI,BASADRHI,ADJOFRHI,SMIN1,SMIN2,SMIN3,SMIN4,SMIN5,SMIN6,SMIN7,SMIN8,SMIN9,SMIN10,SMIN11,SMIN12,SMIN13,SMIN14,SMIN15,SMIN16,SMIN17,SMIN18,SMIN19,SMIN20,SMIN21,SMIN22,SMIN23,SMIN24,SMIN25,SMIN26,SMIN27,SMIN28,SMIN29,SMIN30,SMIN31,SMIN32,SMIN33,SMIN34,SMIN35,SMIN36,SMIN37,SMIN38,SMIN39,SMIN40,SMIN41,SMIN42,SMIN43,SMIN44,SMIN45,SMIN46,SMIN47,SMIN48,SMIN49,SMIN50,SMIN51,SMIN52,SMIN53,SMIN54,SMIN55,SMIN56,SMIN57,SMIN58,SMIN59,SMIN60,SMIN61,SMIN62,SMIN63,SMIN64,SMIN65,SMIN66,SMIN67,SMIN68,SMIN69,SMIN70,SMIN71,SMIN72,SMIN73,SMIN74,SMIN75,SMIN76,SMIN77,SMIN78,SMIN79,SMIN80,SMIN81,SMIN82,SMAX1,SMAX2,SMAX3,SMAX4,SMAX5,SMAX6,SMAX7,SMAX8,SMAX9,SMAX10,SMAX11,SMAX12,SMAX13,SMAX14,SMAX15,SMAX16,SMAX17,SMAX18,SMAX19,SMAX20,SMAX21,SMAX22,SMAX23,SMAX24,SMAX25,SMAX26,SMAX27,SMAX28,SMAX29,SMAX30,SMAX31,SMAX32,SMAX33,SMAX34,SMAX35,SMAX36,SMAX37,SMAX38,SMAX39,SMAX40,SMAX41,SMAX42,SMAX43,SMAX44,SMAX45,SMAX46,SMAX47,SMAX48,SMAX49,SMAX50,SMAX51,SMAX52,SMAX53,SMAX54,SMAX55,SMAX56,SMAX57,SMAX58,SMAX59,SMAX60,SMAX61,SMAX62,SMAX63,SMAX64,SMAX65,SMAX66,SMAX67,SMAX68,SMAX69,SMAX70,SMAX71,SMAX72,SMAX73,SMAX74,SMAX75,SMAX76,SMAX77,SMAX78,SMAX79,SMAX80,SMAX81,SMAX82,STA1_1,STA1_2,STA1_3,STA1_4,STA1_5,STA1_6,STA1_7,STA1_8,STA1_9,STA1_10,STA1_11,STA1_12,STA1_13,STA1_14,STA1_15,STA1_16,STA1_17,STA1_18,STA1_19,STA1_20,STA1_21,STA1_22,STA1_23,STA1_24,STA1_25,STA1_26,STA1_27,STA1_28,STA1_29,STA1_30,STA1_31,STA1_32,STA1_33,STA1_34,STA1_35,STA1_36,STA1_37,STA1_38,STA1_39,STA1_40,STA1_41,STA1_42,STA1_43,STA1_44,STA1_45,STA1_46,STA1_47,STA1_48,STA1_49,STA1_50,STA1_51,STA1_52,STA1_53,STA1_54,STA1_55,STA1_56,STA1_57,STA1_58,STA1_59,STA1_60,STA1_61,STA1_62,STA1_63,STA1_64,STA1_65,STA1_66,STA1_67,STA1_68,STA1_69,STA1_70,STA1_71,STA1_72,STA1_73,STA1_74,STA1_75,STA1_76,STA1_77,STA1_78,STA1_79,STA1_80,STA1_81,STA1_82,STA2_1,STA2_2,STA2_3,STA2_4,STA2_5,STA2_6,STA2_7,STA2_8,STA2_9,STA2_10,STA2_11,STA2_12,STA2_13,STA2_14,STA2_15,STA2_16,STA2_17,STA2_18,STA2_19,STA2_20,STA2_21,STA2_22,STA2_23,STA2_24,STA2_25,STA2_26,STA2_27,STA2_28,STA2_29,STA2_30,STA2_31,STA2_32,STA2_33,STA2_34,STA2_35,STA2_36,STA2_37,STA2_38,STA2_39,STA2_40,STA2_41,STA2_42,STA2_43,STA2_44,STA2_45,STA2_46,STA2_47,STA2_48,STA2_49,STA2_50,STA2_51,STA2_52,STA2_53,STA2_54,STA2_55,STA2_56,STA2_57,STA2_58,STA2_59,STA2_60,STA2_61,STA2_62,STA2_63,STA2_64,STA2_65,STA2_66,STA2_67,STA2_68,STA2_69,STA2_70,STA2_71,STA2_72,STA2_73,STA2_74,STA2_75,STA2_76,STA2_77,STA2_78,STA2_79,STA2_80,STA2_81,STA2_82,STA3_1,STA3_2,STA3_3,STA3_4,STA3_5,STA3_6,STA3_7,STA3_8,STA3_9,STA3_10,STA3_11,STA3_12,STA3_13,STA3_14,STA3_15,STA3_16,STA3_17,STA3_18,STA3_19,STA3_20,STA3_21,STA3_22,STA3_23,STA3_24,STA3_25,STA3_26,STA3_27,STA3_28,STA3_29,STA3_30,STA3_31,STA3_32,STA3_33,STA3_34,STA3_35,STA3_36,STA3_37,STA3_38,STA3_39,STA3_40,STA3_41,STA3_42,STA3_43,STA3_44,STA3_45,STA3_46,STA3_47,STA3_48,STA3_49,STA3_50,STA3_51,STA3_52,STA3_53,STA3_54,STA3_55,STA3_56,STA3_57,STA3_58,STA3_59,STA3_60,STA3_61,STA3_62,STA3_63,STA3_64,STA3_65,STA3_66,STA3_67,STA3_68,STA3_69,STA3_70,STA3_71,STA3_72,STA3_73,STA3_74,STA3_75,STA3_76,STA3_77,STA3_78,STA3_79,STA3_80,STA3_81,STA3_82,NWSTAT1,NWSTAT2,NWSTAT3,NWSTAT4,NWSTAT5,NWSTAT6,NWSTAT7,NWSTAT8,NWSTAT9,NOUSTAT,BASEFINE,CH2APP,CH8FINGD,CMSRVORD,COMPLYPR,COSTASSM,FINOFFST,FORFEITR,GLFINMAX,GLFINMIN,OFFENSE1,OFFENSE2,OFFENSE3,REMEDORD,VICTNOTE,QUARTER,SENTYR,TYPEOTTX,NEWCNVTN,NOREAS,RESTCAT,FINECAT,SUSFNCAT,LCAT1,LCAT2,LCAT3,LCAT4,LCAT5,LCATHI,LCATR1,LCATR2,LCATR3,LCATR4,LCATR5,LCATRHI
0,1973,1998,,,,,,,,,,,,,,,1,1,1,1,2,0,0,1981,0,0,604,67,,0,1,0,1,0,1,1,20,2,1,8,1,2,0,0,3,0,-1,5,9,1.8,3.6,1,60,1,0,0,77,0,3,1,801,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,6,,,,,,,,,,2F1.1,,,,,,,,,,2F1.1,,,,,8,,,,,,,,,,2F1.1,2F1.1,8,6,0,2,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181001,181505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18371,18371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181001,181505,18371,,,,,,,3,10000,2,1,0,0,,0,0,36000,18000,26,,,,0,3,2002,THE DEFENDANT AGREES TO ABIDE BY THE TERMS AND CONDITIONS SET FORTH IN THE REMEDIAL ORDER.,0,1,1,1,1,1,,,,,1,,,,,,
0,1974,2001,,,,,,,,,,,,,,,1,1,1,1,2,0,0,1932,0,0,509,49,,0,0,0,0,0,4,,10,1,1,14,,,,,,,,5,,,,1,36,1,0,0,77,0,3,8,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,0,,,,,0,,,,,4,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,6,,,,,,,,,,2Q1.3,,,,,,,,,,2Q1.3,,,,,14,,,,,,,,,,2Q1.3,2Q1.3,14,6,4,0,0,4,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331311A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331319C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331311A,331319C2,,,,,,,,2,,2,8,0,0,,0,0,,,10,,,0,0,2,2002,THE DEFENDANT SHALL COMPLY WITH THE CONSENT AGREEMENT WITH THE EPA AND PERMIT UNANNOUNCED ON-SITE INSPECTION.,0,,1,1,1,1,,,,,1,,,,,,
0,1975,2001,,,,,,,,,,,,,,,1,1,8,1,1,0,0,1983,0,0,709,123,,0,0,0,0,0,4,,2,1,1,,2,2,0,0,0,0,0,5,7,1.4,2.8,3,60,0,0,0,0,0,2,2,813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,,,,,,,,,1,935274,0,1,0,0,,0,0,2618767,1309384,2,,,0,0,4,2002,,1,1,1,3,1,,,,,,,,,,,,
,1976,2001,,,,,,,,,,,,,,,1,1,1,0,1,0,0,1990,0,0,1107,18,,0,0,0,0,0,0,,20,1,5,,,,,,,,,5,,,,1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181341,,,,,,,,,1,,1,3,0,0,,,0,,,20,,,0,0,4,2002,,0,,1,1,1,,,,,,,,,,,,
0,1977,2001,,,,,,,,,,,,,,,1,1,1,1,2,0,0,1991,0,0,901,5,,0,0,0,0,2,,,12,1,1,16,,,,,,,,5,,,,1,0,0,0,0,0,0,3,8,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,0,,,,,0,,,,,4,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,8,,,,,,,,,,2Q1.2,,,,,,,,,,2Q1.2,,,,,16,,,,,,,,,,2Q1.2,2Q1.2,16,8,4,0,0,4,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426928D2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426928D2A,,,,,,,,,1,,2,8,0,0,,0,0,,,12,,,0,0,4,2002,,0,,1,1,1,1,,,,,1,,,,,,
0,1978,2001,,,,,,,,,,,,,,,1,1,1,1,2,0,0,1995,0,,502,6,,0,0,0,0,0,0,,20,1,1,6,1,0,0,0,0,0,-2,5,3,0.6,1.2,1,0,0,0,0,0,0,3,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,6,,,,,,,,,,2B1.1,,,,,,,,,,2B1.1,,,,,6,,,,,,,,,,2B1.1,2B1.1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18506,,,,,,,,,1,5000,2,1,0,0,,0,0,6000,3000,20,,,0,0,3,2002,,0,,1,1,1,1,,,,,1,,,,,,
0,1979,1996,,,,,,,,,,,,,,,1,1,1,1,2,0,0,2001,0,1,1106,,,0,0,0,0,0,1,1,20,4,1,20,1,5,0,0,0,0,-1,5,9,1.8,3.6,1,0,0,0,0,0,0,3,0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,6,6,,,,,,,,,2F1.1,2D1.13,,,,,,,,,2F1.1,2D1.13,,,,20,6,,,,,,,,,2F1.1,2F1.1,20,6,12,2,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000,500000,500000,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18287,18287,21843A4A,21843A4A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18287,21843A4A,,,,,,,,2,650000,2,1,0,0,,0,0,2340000,1170000,9,,,0,0,1,2001,,0,,1,3,1,4,1,,,,4,,,,,,
0,1980,1998,,,,,,,,,THE DEFNDANT SHALL COMPLY WITH RECOMMENDATIONSAND REQUIREMENTS  TO ENSURE AN COMPLIANCE PROGRAM THAT,,,,,,1,1,1,1,1,0,0,1992,0,0,103,60,,0,0,0,0,0,1,1,20,1,1,14,1,2,0,0,0,0,-2,5,5,1,2,1,24,1,0,1,0,0,3,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,10,,,,,,,,,,2C1.7,,,,,,,,,,2C1.7,,,,,14,,,,,,,,,,2C1.7,2C1.7,14,10,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181341,182,181346,,,,,,,3,85000,2,1,0,0,,0,0,170000,85000,20,,,0,0,4,2002,,0,,1,2,1,1,,,,,1,,,,,,
0,1981,2000,,,,,,,,,,,,,,,1,1,8,1,1,0,0,1981,0,0,709,74,,0,0,0,0,0,1,1,2,1,1,,3,2,0,0,3,0,0,7,10,2,4,3,60,0,0,0,0,0,2,2,812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,,,,,,,,,1,2564792,0,1,0,0,,0,0,10259170,5129585,2,,,0,0,4,2002,,1,1,1,3,1,,,,,,,,,,,,
0,1982,2001,,,,,FALSE STATEMENTS,,,,,,,,,,1,1,1,0,0,0,0,1998,0,0,401,14,,0,0,0,0,0,1,1,20,2,5,,,,,,,,,5,,,,1,12,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181001,181001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181001,182,,,,,,,,2,,0,8,0,0,,0,0,,,77,,,0,0,3,2002,,0,,1,2,1,,,,,,,,,,,,
